show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s63,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",Japan,"September 15, 2021",2006,TV-PG,95 min,"Action & Adventure, Anime Features, International Movies","El exuberante ninja Naruto se une a sus amigos Sakura y Kakashi para escoltar al Príncipe Michiru y a su hijo, Hikaru, al reino de la Luna Creciente."
s64,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",Japan,"September 15, 2021",2004,TV-PG,83 min,"Action & Adventure, Anime Features, International Movies","Naruto, Sasuke y Sakura descubren que protegerán a una actriz de ser lastimada mientras hacen su próxima película, pero resulta que ella es una princesa."
s65,Movie,Nightbooks,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",,"September 15, 2021",2021,TV-PG,103 min,Children & Family Movies,"Alex, un fanático de las historias de terror, debe contar una historia escalofriante todas las noches o quedarse atrapado para siempre con su nuevo amigo en el apartamento mágico de una bruja malvada."
s66,TV Show,Numberblocks,,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",United Kingdom,"September 15, 2021",2021,TV-Y,6 Seasons,Kids' TV,"En un lugar llamado Numberland, las matemáticas resultan muy divertidas cuando un grupo de alegres bloques trabajan, juegan y cantan juntos."
s67,TV Show,Raja Rasoi Aur Anya Kahaniyan,,,India,"September 15, 2021",2014,TV-G,1 Season,"Docuseries, International TV Shows","Explore la historia y los sabores de la cocina regional india, desde las fiestas tradicionales de Cachemira hasta los platos vegetarianos de Gujarat."
s68,TV Show,Saved by the Bell,,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",United States,"September 15, 2021",1994,TV-PG,9 Seasons,"Kids' TV, TV Comedies","Desde la escuela secundaria hasta la universidad, los mejores amigos Zack, Kelly, Slater, Jessie, Screech y Lisa afrontan juntos los altibajos de la vida en esta exitosa serie."
s69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,,"September 15, 2021",2021,TV-14,113 min,"Documentaries, International Movies, Sports Movies","A través de entrevistas exclusivas y material de archivo, este documental traza un retrato íntimo del siete veces campeón de Fórmula 1 Michael Schumacher."
s70,TV Show,Stories by Rabindranath Tagore,,,India,"September 15, 2021",2015,TV-PG,1 Season,"International TV Shows, TV Dramas",Los escritos del premio Nobel Rabindranath Tagore cobran vida en esta colección de cuentos ambientados en la Bengala de principios del siglo XX.
s71,TV Show,Too Hot To Handle: Latino,,Itatí Cantoral,,"September 15, 2021",2021,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","En este reality show, se reta a solteros de América Latina y España a renunciar al sexo. Pero aquí, la abstinencia viene con un lado positivo: 100.000 dólares."
s72,Movie,A StoryBots Space Adventure,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",,"September 14, 2021",2021,TV-Y,13 min,Children & Family Movies,Únase a los StoryBots y a los viajeros espaciales de la histórica misión Inspiration4 mientras buscan respuestas a las preguntas de los niños sobre el espacio.
s73,TV Show,Jack Whitehall: Travels with My Father,,"Jack Whitehall, Michael Whitehall",United Kingdom,"September 14, 2021",2021,TV-MA,5 Seasons,"British TV Shows, Docuseries, International TV Shows","El jovial cómico Jack Whitehall invita a su estirado padre, Michael, a viajar con él por el sudeste asiático en un intento de fortalecer su vínculo."
s74,Movie,King of Boys,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,"September 14, 2021",2018,TV-MA,182 min,"Dramas, International Movies","Cuando las ambiciones políticas de una poderosa empresaria se ven amenazadas por sus conexiones con el hampa, la consiguiente lucha por el poder podría costarle todo."
s75,TV Show,The World's Most Amazing Vacation Rentals,,,,"September 14, 2021",2021,TV-PG,2 Seasons,Reality TV,"Pensando en todos los presupuestos, tres viajeros visitan alquileres vacacionales en todo el mundo y comparten sus consejos y trucos de expertos en esta serie reality."
s76,Movie,You vs. Wild: Out Cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",,"September 14, 2021",2021,TV-G,106 min,Children & Family Movies,"Después de que un accidente aéreo deja a Bear con amnesia, debe tomar decisiones para salvar al piloto desaparecido y sobrevivir en esta aventura interactiva de alto riesgo."
s77,TV Show,Yowamushi Pedal,,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",Japan,"September 14, 2021",2013,TV-14,1 Season,"Anime Series, International TV Shows","Un adolescente tímido y amante del anime se ve atraído por un club ciclista escolar, donde sus nuevos amigos lo ayudan a enfrentar desafíos difíciles para desarrollar su talento para las carreras."
s78,Movie,Little Singham - Black Shadow,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",,"September 11, 2021",2021,TV-Y7,48 min,"Children & Family Movies, Comedies",¡El niño policía Little Singham pierde todos sus superpoderes mientras intenta detener los nuevos planes malvados del demonio Kaal! ¿Podrá su fuerza interior ayudarle a derrotar al enemigo?
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",,"September 11, 2021",2020,TV-14,145 min,"Comedies, Dramas, International Movies","Un político en ciernes tiene planes tortuosos para ascender en las filas, hasta que una nueva presencia inesperada comienza a interferir con cada uno de sus movimientos torcidos."
s80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",,"September 11, 2021",2021,TV-14,145 min,"Comedies, Dramas, International Movies","Un político en ciernes tiene planes tortuosos para ascender en las filas, hasta que una nueva presencia inesperada comienza a interferir con cada uno de sus movimientos torcidos."
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",,"September 10, 2021",2021,TV-Y7,93 min,Children & Family Movies,"Cuando su hogar se ve amenazado por los humanos, un joven dragón reúne el coraje para buscar un paraíso mítico donde los dragones puedan vivir en paz y volar libres."
s82,Movie,Kate,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",United States,"September 10, 2021",2021,R,106 min,Action & Adventure,Una asesina despiadada que trabaja en Tokio deslizó un veneno mortal en su último trabajo y tiene menos de 24 horas para descubrir quién ordenó el golpe y vengarse.
s83,TV Show,Lucifer,,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",United States,"September 10, 2021",2021,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","Aburrido de ser el Señor del Infierno, el diablo se traslada a Los Ángeles, donde abre un club nocturno y establece una conexión con un detective de homicidios."
s84,TV Show,Metal Shop Masters,,Jo Koy,,"September 10, 2021",2021,TV-MA,1 Season,Reality TV,"En este programa de competencia, un grupo de artistas del metal queman, cortan y sueldan creaciones épicas y rudas de acero endurecido. Sólo uno ganará un premio de 50.000 dólares."
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,"September 10, 2021",2020,TV-MA,147 min,"Action & Adventure, Comedies, Dramas","Las gemelas se reencuentran cuando una gángster de buen corazón y su tensa hermana rica se enfrentan a la familia, el crimen, la policía y todos los problemas que les siguen."
s86,TV Show,Pokémon Master Journeys: The Series,,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",,"September 10, 2021",2021,TV-Y7,1 Season,"Anime Series, Kids' TV","Mientras Ash se abre camino a través de la Serie de Coronación Mundial, Goh continúa su búsqueda para atrapar a todos los Pokémon. ¡Juntos, emprenden un viaje hacia la aventura!"
s87,Movie,Prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",,"September 10, 2021",2021,TV-MA,87 min,"International Movies, Thrillers",Un viaje de senderismo a la naturaleza se convierte en un intento desesperado por sobrevivir para cinco amigos que huyen de un misterioso tirador.
s88,TV Show,Titipo Titipo,,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",,"September 10, 2021",2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","Titipo, el tren, quiere demostrar que tiene lo necesario para ayudar a la gente de Train Village a viajar en los rieles de manera segura y confiable."
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,"September 9, 2021",2021,PG-13,96 min,"Documentaries, Sports Movies","Desde un encuentro casual hasta una trágica ruptura, el extraordinario vínculo entre Malcolm X y Muhammad Ali se resquebraja bajo el peso de la desconfianza y los ideales cambiantes."
s90,TV Show,Mighty Raju,,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",,"September 9, 2021",2017,TV-Y7,4 Seasons,Kids' TV,"Nacido con habilidades sobrehumanas, el joven Raju quiere usar sus poderes para hacer del mundo un lugar mejor, ¡pero eso significará enfrentar muchos desafíos!"
s91,Movie,Paradise Hills,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Spain, United States","September 9, 2021",2019,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","Uma se despierta en una exuberante instalación tropical diseñada para convertir a chicas obstinadas en damas perfectas. Eso ya es bastante malo, pero su verdadero propósito es aún peor."
s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",,France,"September 9, 2021",2021,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.
s93,TV Show,Into the Night,,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",Belgium,"September 8, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Los pasajeros y la tripulación a bordo de un vuelo nocturno secuestrado luchan por superar al sol mientras un misterioso evento cósmico causa estragos en el mundo de abajo.
s94,Movie,JJ+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",,"September 8, 2021",2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
s95,Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States","September 8, 2021",2018,PG,90 min,"Children & Family Movies, Comedies",Un perro policía rudo y duro debe ir de incógnito con un agente del FBI como mascota recatada y adecuada en una exposición canina para salvar a un bebé panda de una venta ilegal.
s96,TV Show,The Circle,,Michelle Buteau,"United States, United Kingdom","September 8, 2021",2021,TV-MA,3 Seasons,Reality TV,"El estatus y la estrategia chocan en este experimento social y programa de competencia donde los jugadores en línea coquetean, se hacen amigos y se abren camino hacia los $100,000."
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,"September 7, 2021",2018,TV-MA,97 min,"Documentaries, Music & Musicals","Utilizando entrevistas y material de archivo, este documental narra la historia de los legendarios rockeros sureños centrándose en el líder Ronnie Van Zant."
s98,TV Show,Kid Cosmic,,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,"September 7, 2021",2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",Los sueños de superhéroe de un niño se hacen realidad cuando encuentra cinco poderosas piedras cósmicas. Pero salvar la situación es más difícil de lo que imaginaba y no puede hacerlo solo.
s99,TV Show,Octonauts: Above & Beyond,,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,"September 7, 2021",2021,TV-Y,1 Season,"British TV Shows, Kids' TV","Los octonautas amplían su exploración más allá del mar... ¡y hacia la tierra! Con nuevas atracciones y nuevos amigos, protegerán cualquier hábitat y animal en riesgo."
s100,TV Show,On the Verge,,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","France, United States","September 7, 2021",2021,TV-MA,1 Season,"TV Comedies, TV Dramas","Cuatro mujeres (una chef, una madre soltera, una heredera y una persona que busca empleo) se sumergen en el amor y el trabajo, con un lado generoso de las crisis de la mediana edad, en Los Ángeles antes de la pandemia."
s101,TV Show,Tobot Galaxy Detectives,,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",,"September 7, 2021",2019,TV-Y7,2 Seasons,Kids' TV,"Un dispositivo intergaláctico transforma coches de juguete en robots: ¡los Tobots! Trabajando con amigos para resolver misterios, protegen al mundo del mal."
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",,United States,"September 7, 2021",2021,TV-MA,80 min,"Documentaries, Sports Movies","Bajo presión para continuar una tradición ganadora en el tenis estadounidense, Mardy Fish enfrentó desafíos de salud mental que cambiaron su vida dentro y fuera de la cancha."
s103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,,,"September 6, 2021",2021,TV-14,1 Season,"Docuseries, Science & Nature TV","Desde el entrenamiento hasta el lanzamiento y el aterrizaje, esta serie documental de acceso completo acompaña a la tripulación de Inspiration4 en la primera misión espacial orbital totalmente civil."
s104,Movie,Shadow Parties,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",,"September 6, 2021",2020,TV-MA,117 min,"Dramas, International Movies, Thrillers",Una familia se enfrenta a la destrucción en un conflicto de larga data entre comunidades que enfrenta a los parientes entre sí en medio de ataques y represalias.
s105,TV Show,Tayo the Little Bus,,"Robyn Slade, Kami Desilets",South Korea,"September 6, 2021",2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","Mientras aprenden sus rutas por la bulliciosa ciudad, Tayo y sus pequeños amigos del autobús descubren nuevos lugares y emprenden emocionantes aventuras todos los días."
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,"September 5, 2021",2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas","Después de crecer en medio de las guerras de pandillas de su ciudad natal, Vincent forma su propio equipo empresarial y termina en el lado equivocado de la ley."
